genename,Test_Os1,Test_Os2,Test_Os3,Test_Ch1,Test_Ch2,Test_Ch3,Test_Ad1,Test_Ad2,Test_Ad3,Test_MSC1,Test_MSC2,Test_MSC3
AL356867.2,0,0,0,0,0,0,0,0,0,0,0,0
AL356952.1,0,0,1,10,0,0,0,0,1,0,0,1
AL356961.1,0,0,0,0,23,0,0,0,0,0,0,0
AL356966.1,0,0,0,8,6,8,0,0,1,0,15,0
AL356967.1,0,0,0,0,12,0,0,0,0,0,0,0
AL356968.1,0,0,0,0,0,0,0,0,0,0,0,0
AL356968.2,0,0,0,1,6,0,0,0,1,0,7,3
AL356986.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357033.1,0,0,0,0,0,4,0,0,0,0,0,0
AL357033.2,0,0,0,12,0,0,0,0,0,0,0,0
AL357033.3,0,0,0,0,0,0,0,0,0,0,0,1
AL357033.4,0,0,0,0,0,0,0,0,0,0,0,4
AL357052.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357054.1,0,0,0,10,0,12,0,0,0,0,1,0
AL357054.2,0,0,0,0,0,14,0,0,0,0,0,0
AL357054.3,0,0,0,0,0,0,0,0,0,0,0,0
AL357054.4,0,0,0,9,0,4,0,1,0,0,3,0
AL357054.5,0,0,0,4,2,0,0,0,0,0,0,0
AL357055.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357055.2,0,0,0,0,0,0,0,0,0,0,0,0
AL357075.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357075.2,2,0,0,0,0,0,0,0,0,0,3,1
AL357075.3,10,0,0,0,0,0,0,4,11,0,0,7
AL357075.4,0,0,0,0,0,0,0,0,0,0,0,0
AL357078.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357078.2,0,0,1,0,0,0,0,0,0,0,0,0
AL357079.1,0,0,0,1,20,0,0,0,3,0,8,1
AL357079.2,0,0,0,3,6,8,0,0,1,0,2,0
AL357079.3,0,0,0,0,0,0,0,1,1,0,0,1
AL357080.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357084.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357093.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357093.2,0,0,0,14,9,30,1,2,0,0,15,2
AL357094.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357127.2,0,0,0,1,0,0,0,0,0,0,0,0
AL357134.1,0,0,0,0,0,9,0,0,0,0,0,0
AL357137.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357139.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357139.2,0,0,0,12,0,0,0,0,0,0,0,0
AL357140.2,4,0,2,0,0,0,0,2,0,0,1,0
AL357140.3,0,0,0,0,0,0,0,0,0,0,0,0
AL357140.4,0,0,0,3,0,0,0,0,0,0,5,1
AL357141.1,0,0,0,17,31,0,0,0,0,0,3,0
AL357143.1,0,0,0,30,0,0,0,0,2,0,0,0
AL357143.2,0,0,0,3,0,0,0,0,0,0,0,0
AL357146.1,12,0,0,2,0,0,1,2,2,117,0,0
AL357153.1,0,0,0,1,0,0,0,0,0,0,0,0
AL357153.2,0,0,0,0,0,0,0,0,0,0,0,0
AL357153.4,0,0,0,9,0,24,0,0,0,0,2,0
AL357172.1,0,0,0,5,0,0,0,0,0,0,0,0
AL357312.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357315.1,0,0,0,0,0,0,0,0,0,0,2,0
AL357315.2,0,0,0,0,0,0,0,0,0,0,0,0
AL357373.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357375.1,0,0,0,0,2,0,0,0,0,0,0,0
AL357497.1,0,0,0,0,0,0,0,0,1,0,0,0
AL357500.1,0,0,0,0,0,0,0,0,0,0,2,0
AL357507.1,0,0,0,10,0,0,0,0,0,0,0,0
AL357509.1,0,0,0,9,0,0,0,0,0,0,0,0
AL357513.1,0,0,0,0,0,0,0,0,0,0,1,0
AL357514.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357515.1,0,0,0,6,1,1,0,0,0,0,0,0
AL357518.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357520.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357522.1,0,0,0,12,0,0,0,0,0,0,1,0
AL357552.1,0,0,0,0,0,0,0,0,0,0,1,0
AL357552.2,0,0,0,0,12,0,0,0,0,0,4,0
AL357556.1,0,0,0,5,4,2,0,0,0,0,0,1
AL357556.4,0,0,0,0,0,0,0,0,0,0,0,0
AL357558.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357558.2,0,0,0,2,7,0,0,0,0,0,0,0
AL357559.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357562.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357563.1,0,0,0,0,0,0,0,0,0,0,1,0
AL357568.1,0,0,0,7,0,17,0,0,0,0,6,0
AL357614.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357632.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357673.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357673.2,0,0,0,1,12,0,0,0,0,0,0,0
AL357752.1,0,0,0,0,0,0,0,0,0,0,0,0
AL357793.1,0,0,0,0,9,0,0,0,0,0,0,0
AL357793.2,0,0,0,1,15,0,0,0,0,0,0,0
AL357832.1,0,0,0,0,7,0,0,0,0,0,0,0
AL357833.1,0,0,0,0,0,0,0,0,1,0,0,0
AL357835.1,0,0,0,12,0,0,0,0,0,0,0,0
AL357873.1,0,0,0,24,47,0,0,0,0,0,0,0
AL357874.1,0,0,0,2,0,0,0,0,0,0,0,0
AL357874.2,6,0,0,2,0,0,0,0,2,0,2,2
AL357874.3,0,0,0,7,3,24,0,7,10,0,7,5
AL357936.1,0,0,0,1,0,0,0,0,0,0,0,0
AL357972.1,0,0,0,3,0,0,0,0,0,0,0,0
AL357992.1,3,0,0,0,0,4,1,4,0,0,2,0
AL358013.1,0,0,0,0,0,0,0,0,0,0,3,0
AL358072.1,0,0,0,0,0,0,0,3,3,0,0,2
AL358074.1,0,0,1,11,0,0,0,0,0,0,0,0
AL358075.1,0,0,0,6,0,0,0,0,1,0,5,0
AL358075.2,0,0,0,0,0,0,0,0,0,0,0,0
AL358075.3,0,0,0,0,0,0,0,0,0,0,0,0
AL358113.1,0,0,0,0,12,0,0,0,2,0,0,7
AL358115.1,5,1,0,11,22,17,0,4,4,0,15,10
AL358117.1,0,0,0,4,0,0,0,0,0,0,0,0
AL358134.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358154.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358176.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358176.2,0,0,0,0,0,0,0,0,0,0,0,0
AL358176.3,0,0,0,0,1,0,0,0,0,0,1,0
AL358176.4,0,0,0,0,0,0,0,0,0,0,1,0
AL358176.5,0,0,0,0,0,0,0,0,0,0,0,0
AL358177.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358178.1,0,0,0,0,3,0,0,0,0,0,3,0
AL358215.2,0,0,0,8,0,0,0,0,0,0,0,0
AL358215.3,0,0,0,0,0,0,0,0,0,0,0,0
AL358216.1,0,0,0,0,13,47,0,0,1,0,2,1
AL358232.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358232.2,0,0,0,2,0,0,0,0,0,0,0,0
AL358292.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358332.1,0,0,0,0,6,0,0,0,0,0,1,0
AL358333.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358333.2,0,0,0,2,0,0,0,0,0,0,5,0
AL358334.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358334.2,0,0,0,5,10,1,0,1,3,0,0,0
AL358334.3,0,0,0,4,0,0,0,0,0,0,5,2
AL358334.4,0,0,0,11,25,1,0,0,0,0,0,0
AL358335.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358335.2,0,0,0,0,6,0,0,0,0,0,0,0
AL358335.3,0,0,0,6,0,0,0,0,0,0,0,0
AL358394.1,0,0,0,0,0,0,0,0,0,0,1,0
AL358394.2,0,0,0,5,18,24,0,0,0,0,2,0
AL358394.3,0,0,0,6,0,0,0,0,0,0,0,0
AL358452.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358453.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358472.1,0,0,0,1,1,0,0,0,0,0,4,0
AL358472.2,12,0,1,12,14,0,1,1,21,0,15,7
AL358472.3,0,0,0,0,0,0,1,2,3,0,4,1
AL358472.4,0,0,2,1,0,4,0,3,3,0,2,1
AL358472.5,0,0,0,0,0,0,0,1,0,0,0,2
AL358472.6,0,0,0,0,0,0,0,0,5,0,1,5
AL358472.7,0,0,0,0,0,0,0,0,0,0,0,0
AL358473.1,0,0,0,0,15,0,0,0,0,0,0,0
AL358473.2,0,0,0,0,0,0,0,0,0,0,0,0
AL358612.1,0,0,0,2,0,0,0,0,0,0,0,0
AL358613.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358613.2,0,0,0,0,0,0,0,0,0,0,0,0
AL358613.3,0,0,0,0,0,0,0,0,0,0,0,0
AL358777.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358777.3,0,0,0,20,0,0,0,3,5,0,4,7
AL358779.1,0,0,0,2,0,0,0,0,0,0,0,0
AL358780.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358780.2,0,0,0,1,9,2,0,0,1,0,0,3
AL358781.2,0,0,0,1,0,0,0,0,0,0,0,0
AL358787.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358787.2,0,0,0,0,0,0,0,0,0,0,0,0
AL358790.1,0,0,0,1,0,0,0,1,0,0,0,0
AL358852.1,12,0,0,2,17,0,0,5,5,0,6,7
AL358876.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358876.2,0,0,0,0,0,0,0,0,0,0,0,0
AL358913.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358933.1,0,0,0,2,0,0,0,0,0,0,0,0
AL358934.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358937.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358942.1,0,0,0,0,0,2,0,0,0,0,0,0
AL358944.1,0,0,0,0,0,0,0,0,2,0,0,0
AL358972.1,0,0,0,0,0,0,0,0,0,0,0,0
AL358976.1,0,0,0,0,13,0,0,0,0,0,0,0
AL359073.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359075.1,0,0,0,0,0,0,0,0,0,0,1,0
AL359081.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359091.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359091.2,0,0,0,18,0,9,0,0,0,0,24,1
AL359091.3,0,0,0,0,0,6,0,3,1,0,3,10
AL359091.4,13,0,0,9,13,0,2,9,2,32,12,23
AL359092.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359092.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359094.1,7,0,0,3,0,13,0,0,0,0,11,1
AL359095.1,0,0,0,7,16,1,0,1,2,0,2,0
AL359182.1,0,0,0,4,0,0,0,2,5,0,15,1
AL359183.1,0,0,0,6,4,19,0,0,0,0,2,1
AL359195.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359195.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359198.1,0,0,0,0,0,0,0,0,1,0,0,0
AL359208.1,0,0,0,7,19,0,0,0,0,0,1,0
AL359219.1,0,0,0,10,0,0,0,0,0,0,0,0
AL359220.1,0,0,0,2,0,0,0,0,1,0,5,0
AL359232.1,0,0,0,11,15,0,0,6,12,0,4,2
AL359233.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359237.1,0,0,0,8,0,0,0,0,0,0,0,0
AL359238.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359258.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359258.3,0,0,1,1,28,7,0,2,2,0,3,2
AL359259.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359263.1,0,0,0,2,0,0,0,0,0,0,0,0
AL359265.1,0,0,0,0,0,20,0,0,1,0,2,0
AL359265.2,0,0,0,0,0,1,0,0,0,0,0,0
AL359273.2,0,0,0,0,0,0,0,0,0,0,1,0
AL359313.1,0,0,0,1,0,0,0,2,0,0,0,0
AL359314.1,0,0,0,0,0,0,0,0,0,0,1,0
AL359317.1,0,0,0,0,0,0,0,0,0,0,1,0
AL359317.2,0,0,0,3,15,0,0,0,0,0,3,0
AL359378.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359380.1,0,0,0,9,0,0,0,0,0,0,0,0
AL359382.1,0,0,0,4,0,0,0,0,0,0,0,0
AL359382.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359385.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359396.2,0,0,0,3,0,0,0,0,0,0,0,0
AL359397.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359399.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359436.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359458.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359475.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359502.1,0,0,0,2,0,0,0,0,0,0,0,0
AL359502.2,0,0,0,7,0,0,0,0,3,0,4,1
AL359504.1,0,2,4,18,5,11,1,2,36,0,12,17
AL359508.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359510.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359510.2,0,0,0,1,0,0,0,0,6,0,4,2
AL359511.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359511.2,0,0,0,3,0,0,0,0,0,0,0,0
AL359511.3,0,0,0,0,0,0,0,0,0,0,0,0
AL359513.1,0,2,2,0,0,0,0,2,4,20,3,4
AL359532.1,5,0,0,10,5,7,0,5,2,0,2,3
AL359535.1,0,0,0,4,0,0,0,0,0,0,0,0
AL359538.1,0,0,0,0,0,0,1,0,0,0,0,0
AL359538.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359538.3,0,0,0,0,0,0,0,0,0,0,0,0
AL359538.4,0,0,0,0,14,0,0,0,0,0,0,0
AL359541.1,0,0,0,0,0,0,0,0,1,0,2,1
AL359546.1,3,0,0,9,17,0,2,4,1,0,0,0
AL359547.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359547.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359551.1,0,0,0,0,0,1,0,0,0,0,2,2
AL359552.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359555.1,0,0,0,1,0,0,0,0,0,0,3,0
AL359555.2,0,0,0,1,0,0,0,0,0,0,2,0
AL359555.3,0,0,0,0,0,0,0,0,1,0,2,2
AL359555.4,0,0,0,0,1,0,0,1,1,0,22,3
AL359632.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359633.1,0,0,0,0,0,0,0,0,0,0,1,0
AL359636.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359636.2,0,0,0,7,1,63,0,5,1,0,2,0
AL359641.1,0,0,0,0,0,1,0,1,0,0,0,0
AL359641.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359643.1,0,0,0,0,0,0,0,1,0,0,0,0
AL359643.2,0,0,0,10,0,14,0,0,10,0,27,10
AL359644.1,0,0,0,0,8,0,0,6,4,0,4,2
AL359649.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359672.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359682.1,0,0,0,7,4,0,0,0,0,0,0,0
AL359692.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359693.1,0,0,0,14,0,0,0,0,1,0,17,0
AL359694.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359697.1,0,0,0,0,10,0,0,2,0,0,4,0
AL359704.1,0,0,0,0,16,0,0,0,0,0,0,0
AL359704.2,0,0,0,1,10,0,0,0,0,0,0,0
AL359706.1,0,0,0,0,3,0,0,0,0,0,0,0
AL359710.1,0,0,0,0,0,0,0,0,0,0,2,1
AL359711.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359711.2,0,0,1,0,0,13,0,2,5,0,0,2
AL359715.1,0,0,1,54,80,92,0,2,37,1,122,25
AL359715.2,10,0,0,20,19,7,0,1,9,0,18,8
AL359715.3,7,0,0,3,11,1,1,6,10,0,21,5
AL359715.4,0,0,0,5,5,13,0,0,2,0,6,7
AL359732.1,0,0,0,0,11,0,0,0,0,0,0,0
AL359736.1,0,0,0,0,0,0,0,0,0,0,0,2
AL359736.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359740.1,0,0,0,4,0,0,0,0,0,0,1,1
AL359742.1,0,0,0,0,1,0,0,0,0,0,0,0
AL359745.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359757.2,0,0,0,5,0,0,0,0,0,0,0,0
AL359762.1,0,1,0,0,0,13,0,1,0,0,5,1
AL359762.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359762.3,0,0,0,12,36,26,0,0,6,0,19,8
AL359764.1,0,0,0,6,32,0,0,0,0,0,0,1
AL359764.2,0,0,1,16,6,31,1,3,0,0,1,2
AL359764.3,0,0,0,11,5,4,0,0,1,0,2,0
AL359771.1,0,0,0,1,0,0,0,0,0,0,0,0
AL359771.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359792.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359813.1,0,0,1,12,13,0,0,1,0,0,0,2
AL359813.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359821.1,0,0,0,0,0,0,0,0,0,0,5,0
AL359834.1,5,0,0,28,4,59,0,13,0,64,103,9
AL359837.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359839.1,0,0,0,1,0,0,0,0,0,0,0,0
AL359844.1,0,0,2,0,0,0,0,1,0,0,0,0
AL359845.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359851.1,0,0,0,3,22,0,0,0,0,0,2,0
AL359852.1,0,0,0,13,0,0,0,0,0,0,2,0
AL359852.2,0,0,0,0,0,0,0,0,1,0,1,1
AL359853.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359853.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359854.1,0,0,0,2,36,0,0,0,0,0,0,0
AL359878.1,1,4,8,22,0,7,0,3,11,8,7,14
AL359878.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359880.1,0,0,0,6,3,0,0,0,0,0,3,0
AL359881.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359881.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359881.3,0,0,0,1,0,0,0,0,0,0,0,0
AL359885.1,0,0,0,8,0,15,0,0,0,0,10,0
AL359893.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359894.1,0,0,0,5,0,0,0,0,0,0,0,0
AL359915.1,0,0,0,9,0,0,0,0,2,0,1,5
AL359916.1,0,0,0,1,0,0,0,0,0,0,23,0
AL359918.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359918.2,0,0,0,0,4,0,0,0,2,0,3,6
AL359918.3,0,0,0,0,0,0,0,0,0,0,0,0
AL359920.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359921.1,0,0,0,0,0,9,0,0,3,0,10,1
AL359921.2,2,0,0,11,1,9,0,0,2,0,8,1
AL359922.2,13,0,0,33,80,34,0,4,6,58,64,4
AL359922.3,0,0,0,27,15,59,0,0,4,0,42,3
AL359924.1,0,0,0,5,0,0,0,0,0,0,0,0
AL359951.1,0,0,0,7,0,0,0,0,0,0,0,0
AL359955.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359962.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359962.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359962.3,11,0,0,0,0,0,0,0,1,0,1,0
AL359976.1,0,0,0,4,0,0,0,0,0,0,0,0
AL359979.1,0,0,0,0,3,0,0,0,0,0,0,0
AL359979.2,0,0,0,0,0,0,0,0,0,0,0,0
AL359987.1,0,0,0,0,0,0,0,0,0,0,0,0
AL359999.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360006.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360007.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360013.1,0,0,0,7,0,0,0,0,0,0,0,0
AL360013.2,0,0,0,1,0,0,0,0,0,0,0,0
AL360013.3,0,0,0,0,0,0,0,0,0,0,0,0
AL360013.4,0,0,0,1,0,0,0,0,0,0,0,0
AL360014.1,0,0,0,0,16,0,0,0,0,0,0,0
AL360015.1,1,0,0,0,0,0,0,0,0,0,1,0
AL360020.1,0,0,0,6,7,8,0,0,5,0,11,7
AL360081.1,0,0,0,0,7,12,0,0,0,0,1,0
AL360085.1,0,0,0,2,14,0,0,0,0,0,0,0
AL360089.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360091.1,0,0,0,0,0,0,0,0,0,0,1,0
AL360091.2,0,0,0,5,0,0,0,0,0,0,0,0
AL360091.3,0,0,0,0,1,6,0,0,0,0,0,0
AL360093.1,0,0,0,13,15,1,0,0,0,0,10,3
AL360157.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360169.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360169.2,0,0,0,0,10,0,0,0,0,0,3,0
AL360169.3,0,0,0,11,36,0,0,0,1,12,12,0
AL360178.1,1,0,0,52,51,17,0,3,8,0,31,7
AL360178.2,0,0,0,28,45,66,0,0,3,0,8,7
AL360181.1,0,0,0,0,0,1,0,0,0,0,0,0
AL360181.2,3,0,0,0,0,0,0,0,14,0,0,12
AL360181.3,0,0,0,4,0,0,1,0,6,0,4,5
AL360181.4,0,0,0,0,0,0,0,0,0,0,0,0
AL360182.1,0,0,0,3,31,0,0,0,0,0,8,0
AL360182.2,0,0,0,0,0,0,0,0,0,0,0,0
AL360219.1,0,0,0,0,8,3,0,0,0,0,2,0
AL360219.2,0,0,0,13,7,21,0,0,4,0,99,6
AL360221.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360227.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360267.1,0,0,0,4,0,0,0,0,0,0,0,0
AL360267.2,0,0,0,0,0,0,0,0,0,0,0,0
AL360268.1,0,0,0,0,2,0,0,0,0,0,0,0
AL360268.2,0,0,0,0,0,0,0,0,0,0,0,0
AL360270.1,0,0,0,31,23,1,0,3,11,0,9,10
AL360270.2,0,0,0,20,26,21,0,3,6,0,7,7
AL360270.3,0,0,0,6,2,1,0,1,1,0,5,9
AL360271.1,0,0,0,0,0,0,0,0,0,0,0,0
AL360295.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365181.1,0,0,0,0,2,0,0,0,0,0,0,0
AL365181.2,0,0,0,0,0,12,0,0,0,0,1,1
AL365181.3,0,0,0,2,0,0,0,0,0,0,0,2
AL365181.4,0,0,0,3,0,0,0,0,0,0,0,0
AL365184.1,0,0,0,7,6,0,0,0,0,0,1,2
AL365184.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365203.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365203.2,0,0,0,179,151,151,1,20,23,0,145,207
AL365204.1,0,0,0,2,16,0,0,0,0,0,0,0
AL365204.2,0,0,0,3,0,0,0,0,0,0,0,0
AL365204.3,0,0,0,3,0,0,0,0,0,0,0,0
AL365205.1,0,0,0,0,0,2,3,6,17,0,10,19
AL365205.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365205.4,0,0,0,0,0,0,0,0,0,0,0,0
AL365209.1,0,0,0,15,0,1,0,0,0,0,1,0
AL365214.1,0,0,0,0,11,1,0,0,0,0,0,0
AL365214.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365214.3,0,0,0,1,0,0,0,0,0,0,0,0
AL365215.1,0,0,0,0,0,0,0,0,0,0,5,0
AL365215.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365217.1,0,0,0,7,0,0,0,1,2,0,0,1
AL365220.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365222.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365223.1,0,0,0,0,0,0,0,1,0,0,4,0
AL365226.1,0,0,0,0,22,0,0,0,0,0,0,0
AL365229.1,0,0,0,13,25,25,0,0,0,0,3,2
AL365232.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365255.1,0,0,0,6,0,0,0,0,0,0,0,0
AL365256.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365258.1,0,0,0,5,2,0,0,0,0,0,1,0
AL365258.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365259.1,2,0,0,0,0,0,0,0,1,0,0,0
AL365265.1,0,0,0,11,0,0,0,0,0,0,0,0
AL365271.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365272.1,0,0,2,2,1,0,0,0,0,0,0,0
AL365273.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365273.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365295.1,0,0,3,39,21,12,0,3,4,0,10,1
AL365295.2,0,0,0,3,0,0,0,0,0,0,0,0
AL365318.1,0,0,0,0,31,0,0,0,0,0,4,0
AL365330.1,8,0,0,7,4,9,1,8,9,0,6,9
AL365338.1,0,0,0,0,0,0,0,1,0,0,7,0
AL365356.1,0,0,0,2,42,29,0,1,0,0,14,5
AL365356.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365357.1,94,99,0,0,0,15,24,234,3,0,9,4
AL365361.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365366.1,0,0,0,0,0,0,0,0,0,0,1,0
AL365394.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365396.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365398.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365400.1,0,0,0,0,0,0,0,0,0,0,1,0
AL365400.2,0,0,0,0,0,0,0,0,0,0,0,0
AL365434.1,0,0,0,0,0,0,0,0,0,0,0,0
AL365434.2,0,0,0,0,0,0,0,0,0,0,2,0
AL365436.1,0,0,0,0,0,7,0,0,0,0,3,1
AL365436.2,0,0,0,0,0,0,0,2,0,0,3,2
AL365436.3,0,0,0,0,3,0,0,0,0,0,0,0
AL365440.1,0,0,0,3,0,0,0,0,0,0,0,0
AL365440.2,0,0,0,4,0,0,0,2,0,0,0,0
AL365475.1,0,0,0,3,30,57,0,0,0,0,11,2
AL365496.1,0,0,0,6,0,0,0,0,0,0,0,0
AL365503.1,0,0,0,0,0,0,0,0,0,0,0,0
AL389885.1,0,0,0,0,0,0,0,0,0,0,0,0
AL389886.1,0,0,0,0,0,0,0,0,0,0,0,0
AL389889.1,0,0,0,0,0,0,0,0,0,0,0,0
AL389889.2,0,0,0,0,0,0,0,0,0,0,0,0
AL389895.1,0,0,0,0,0,0,0,0,0,0,0,0
AL389915.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390023.1,0,0,0,0,7,0,0,0,0,0,0,0
AL390026.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390037.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390038.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390039.1,1,0,0,0,0,0,0,1,0,3,0,1
AL390058.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390061.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390066.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390066.2,0,0,0,2,0,7,0,0,1,0,2,6
AL390066.3,0,0,0,0,0,0,0,0,0,0,1,0
AL390067.1,0,0,0,0,0,4,0,1,1,0,2,0
AL390071.1,0,0,0,6,0,0,0,0,0,0,6,0
AL390119.1,0,0,1,0,0,0,0,0,0,0,0,0
AL390123.1,0,0,0,0,0,0,0,0,0,0,0,0
AL390195.1,0,0,0,11,5,31,0,0,0,0,4,2
AL390195.2,0,0,0,21,49,13,0,6,22,0,32,11
AL390198.1,1,0,0,6,6,0,0,2,3,0,3,0
AL390198.2,0,0,0,0,0,0,0,0,0,0,0,0
